,TRBV7-2*04,TRBV29_OR9-2*02,TRBV20-1*06,TRBV7-9*02,TRBV24-1*01,TRBV12-4*02,TRBV7-6*02,TRBV20-1*03,TRBV29-1*01,TRBV4-1*02,TRBV19*01,TRBV10-3*01,TRBV6-6*04,TRBV6-8*01,TRBV7-3*02,TRBV12-3*01,TRBV7-9*01,TRBV17*01,TRBV14*01,TRBV20-1*01,TRBV4-3*02,TRBV5-4*01,TRBV5-1*01,TRBV30*05,TRBV25-1*01,TRBV11-2*01,TRBV5-4*03,TRBV5-1*02,TRBV5-5*02,TRBV6-7*01,TRBV7-7*01,TRBV4-3*01,TRBV5-3*02,TRBV20-1*05,TRBV13*01,TRBV2*01,TRBV21_OR9-2*01,TRBV2*02,TRBV30*04,TRBV30*02,TRBV7-3*05,TRBV20_OR9-2*02,TRBV6-2*01,TRBV7-2*03,TRBV6-6*01,TRBV11-3*04,TRBV6-4*02,TRBV10-2*02,TRBV19*02,TRBV7-9*04,TRBV29-1*02,TRBV11-2*02,TRBV18*01,TRBV20_OR9-2*01,TRBV15*01,TRBV11-3*02,TRBV7-9*07,TRBV5-5*03,TRBV10-2*01,TRBV3-1*02,TRBV11-2*03,TRBV9*01,TRBV7-7*02,TRBV12-4*01,TRBV6-1*01,TRBV6-3*01,TRBV4-1*01,TRBV6-5*01,TRBV10-1*01,TRBV6-4*01,TRBV9*03,TRBV7-8*01,TRBV28*01,TRBV7-3*04,TRBV7-9*03,TRBV7-3*03,TRBV24_OR9-2*01,TRBV16*01,TRBV10-1*02,TRBV7-3*01,TRBV7-2*01,TRBV2*03,TRBV17*02,TRBV7-9*06,TRBV15*02,TRBV19*03,TRBV5-3*01,TRBV20-1*02,TRBV5-5*01,TRBV11-1*01,TRBV27*01,TRBV14*02,TRBV20-1*04,TRBV30*01,TRBV6-6*02,TRBV6-6*03,TRBV5-7*01,TRBV7-6*01,TRBV5-6*01*CDR1,TRBV12-5*01,TRBV13*02,TRBV4-3*03,TRBV7-2*02,TRBV23-1*01,TRBV20_OR9-2*03,TRBV4-2*02,TRBV7-4*01,TRBV6-9*01,TRBV29-1*03,TRBV5-4*02,TRBV5-8*02,TRBV7-9*05,TRBV20-1*07,TRBV6-6*05,TRBV11-3*01,TRBV24-1*02,TRBV29_OR9-2*01,TRBV5-8*01,TRBV4-2*01,TRBV4-3*04,TRBV10-3*02,TRBV11-3*03,TRBV7-8*02,TRBV15*03,TRBV9*02,TRBV3-1*01,TRBV5-4*04,TRBV7-1*01
TRBV12-4*01,0.12919999999999998,0.12946000000000002,0.59473,0.38347,0.6752400000000001,0.0,0.12944,0.59473,0.12946000000000002,0.40686999999999995,0.49890999999999996,0.6752400000000001,0.43213,0.50946,0.25751,0.0,0.38347,0.12944,0.3581,0.59473,0.40681999999999996,0.35187999999999997,0.37417999999999996,0.66435,0.41724000000000006,0.24041999999999997,0.35187999999999997,0.37417999999999996,0.35187999999999997,0.43950999999999996,0.12944,0.40681999999999996,0.34853,0.59473,0.20770999999999995,0.23268,0.44043,0.23268,0.66435,0.66435,0.25751,0.59476,0.44881000000000004,0.12919999999999998,0.43213,0.24041999999999997,0.44082,0.6752400000000001,0.49890999999999996,0.38347,0.12946000000000002,0.24041999999999997,0.12944,0.59473,0.12951999999999997,0.24041999999999997,0.38347,0.35187999999999997,0.6752400000000001,0.56355,0.24041999999999997,0.30684,0.12944,0.0,0.51902,0.44881000000000004,0.40686999999999995,0.43950999999999996,0.6752400000000001,0.44082,0.30684,0.19808000000000003,0.38676999999999995,0.25751,0.38347,0.25751,0.6752400000000001,0.44048,0.6752400000000001,0.25751,0.12919999999999998,0.23268,0.12944,0.38347,0.12953000000000003,0.49890999999999996,0.34853,0.59473,0.35187999999999997,0.24041999999999997,0.43282,0.3581,0.59473,0.66435,0.43213,0.43213,0.35173,0.12944,0.28254999999999997,0.0,0.20770999999999995,0.40681999999999996,0.12919999999999998,0.44048,0.59476,0.40681999999999996,0.12944,0.43950999999999996,0.28532,0.35187999999999997,0.28533,0.38347,0.59473,0.43213,0.24041999999999997,0.6752400000000001,0.12946000000000002,0.28533,0.40681999999999996,0.40681999999999996,0.6752400000000001,0.24041999999999997,0.19808000000000003,0.12953000000000003,0.30818,0.56355,0.35187999999999997,0.12944
TRBV6-1*01,0.57423,0.57431,0.51353,0.39535,0.68997,0.51902,0.5742700000000001,0.51353,0.57431,0.17095000000000005,0.28313999999999995,0.68997,0.26317999999999997,0.23312,0.46047000000000005,0.51902,0.39535,0.5742700000000001,0.39702000000000004,0.51353,0.17095000000000005,0.48688,0.65594,0.5601400000000001,0.31611,0.45297,0.48688,0.65594,0.48688,0.12358000000000002,0.5742700000000001,0.17095000000000005,0.5627800000000001,0.51353,0.63383,0.50502,0.62747,0.50502,0.5601400000000001,0.5601400000000001,0.46047000000000005,0.51354,0.15552,0.57423,0.26317999999999997,0.45297,0.15642,0.68997,0.28313999999999995,0.39535,0.57431,0.45297,0.5742700000000001,0.51353,0.57424,0.45297,0.39535,0.48688,0.68997,0.53505,0.45297,0.58821,0.5742700000000001,0.51902,0.0,0.15552,0.17095000000000005,0.12358000000000002,0.68997,0.15642,0.58821,0.45311999999999997,0.21699999999999997,0.46047000000000005,0.39535,0.46047000000000005,0.68997,0.62754,0.68997,0.46047000000000005,0.57423,0.50502,0.5742700000000001,0.39535,0.57437,0.28313999999999995,0.5627800000000001,0.51353,0.48688,0.45297,0.17994,0.39702000000000004,0.51353,0.5601400000000001,0.26317999999999997,0.26317999999999997,0.48690999999999995,0.5742700000000001,0.5017499999999999,0.51902,0.63383,0.17095000000000005,0.57423,0.62754,0.51354,0.17095000000000005,0.5742700000000001,0.12358000000000002,0.5651999999999999,0.48688,0.56511,0.39535,0.51353,0.26317999999999997,0.45297,0.68997,0.57431,0.56511,0.17095000000000005,0.17095000000000005,0.68997,0.45297,0.45311999999999997,0.57437,0.58758,0.53505,0.48688,0.5742700000000001
TRBV6-3*01,0.4648,0.46487999999999996,0.57377,0.43394,0.6697,0.44881000000000004,0.46486000000000005,0.57377,0.46487999999999996,0.23016999999999999,0.34392999999999996,0.6697,0.14756999999999998,0.21042000000000005,0.38927,0.44881000000000004,0.43394,0.46486000000000005,0.35065,0.57377,0.23006000000000004,0.48404,0.57674,0.65385,0.23312999999999995,0.3843,0.48404,0.57674,0.48404,0.09733000000000003,0.46486000000000005,0.23006000000000004,0.49271,0.57377,0.56406,0.45133999999999996,0.5498700000000001,0.45133999999999996,0.65385,0.65385,0.38927,0.57382,0.0,0.4648,0.14756999999999998,0.3843,0.14822000000000002,0.6697,0.34392999999999996,0.43394,0.46487999999999996,0.3843,0.46486000000000005,0.57377,0.46485,0.3843,0.43394,0.48404,0.6697,0.54512,0.3843,0.49888999999999994,0.46486000000000005,0.44881000000000004,0.15552,0.0,0.23016999999999999,0.09733000000000003,0.6697,0.14822000000000002,0.49888999999999994,0.39888,0.20450000000000002,0.38927,0.43394,0.38927,0.6697,0.54996,0.6697,0.38927,0.4648,0.45133999999999996,0.46486000000000005,0.43394,0.46494,0.34392999999999996,0.49271,0.57377,0.48404,0.3843,0.05727000000000004,0.35065,0.57377,0.65385,0.14756999999999998,0.14756999999999998,0.48412999999999995,0.46486000000000005,0.45602,0.44881000000000004,0.56406,0.23006000000000004,0.4648,0.54996,0.57382,0.23006000000000004,0.46486000000000005,0.09733000000000003,0.5301400000000001,0.48404,0.5300400000000001,0.43394,0.57377,0.14756999999999998,0.3843,0.6697,0.46487999999999996,0.5300400000000001,0.23006000000000004,0.23006000000000004,0.6697,0.3843,0.39888,0.46494,0.55635,0.54512,0.48404,0.46486000000000005
TRBV4-1*01,0.47529,0.47544,0.56084,0.40342,0.69015,0.40686999999999995,0.47536,0.56084,0.47544,0.0,0.17913,0.69015,0.21096000000000004,0.27127,0.38575000000000004,0.40686999999999995,0.40342,0.47536,0.37266,0.56084,0.0,0.44145,0.5412699999999999,0.6312,0.14666,0.38734,0.44145,0.5412699999999999,0.44145,0.16727999999999998,0.47536,0.0,0.44828,0.56084,0.51379,0.39329000000000003,0.51912,0.39329000000000003,0.6312,0.6312,0.38575000000000004,0.56086,0.23016999999999999,0.47529,0.21096000000000004,0.38734,0.07027000000000005,0.69015,0.17913,0.40342,0.47544,0.38734,0.47536,0.56084,0.47528000000000004,0.38734,0.40342,0.44145,0.69015,0.5210600000000001,0.38734,0.45955,0.47536,0.40686999999999995,0.17095000000000005,0.23016999999999999,0.0,0.16727999999999998,0.69015,0.07027000000000005,0.45955,0.38178999999999996,0.053180000000000005,0.38575000000000004,0.40342,0.38575000000000004,0.69015,0.51919,0.69015,0.38575000000000004,0.47529,0.39329000000000003,0.47536,0.40342,0.47551,0.17913,0.44828,0.56084,0.44145,0.38734,0.23729,0.37266,0.56084,0.6312,0.21096000000000004,0.21096000000000004,0.44155999999999995,0.47536,0.43626,0.40686999999999995,0.51379,0.0,0.47529,0.51919,0.56086,0.0,0.47536,0.16727999999999998,0.47462000000000004,0.44145,0.47453,0.40342,0.56084,0.21096000000000004,0.38734,0.69015,0.47544,0.47453,0.0,0.0,0.69015,0.38734,0.38178999999999996,0.47551,0.51674,0.5210600000000001,0.44145,0.47536
TRBV6-5*01,0.48801000000000005,0.48812,0.57073,0.40359999999999996,0.6648499999999999,0.43950999999999996,0.48807,0.57073,0.48812,0.16727999999999998,0.32536,0.6648499999999999,0.11570000000000003,0.125,0.38078999999999996,0.43950999999999996,0.40359999999999996,0.48807,0.37461,0.57073,0.16737000000000002,0.45143,0.56402,0.63047,0.22197,0.37664,0.45143,0.56402,0.45143,0.0,0.48807,0.16737000000000002,0.49811000000000005,0.57073,0.5405800000000001,0.42245,0.54291,0.42245,0.63047,0.63047,0.38078999999999996,0.57071,0.09733000000000003,0.48801000000000005,0.11570000000000003,0.37664,0.07989999999999997,0.6648499999999999,0.32536,0.40359999999999996,0.48812,0.37664,0.48807,0.57073,0.48795,0.37664,0.40359999999999996,0.45143,0.6648499999999999,0.50047,0.37664,0.5110600000000001,0.48807,0.43950999999999996,0.12358000000000002,0.09733000000000003,0.16727999999999998,0.0,0.6648499999999999,0.07989999999999997,0.5110600000000001,0.37122,0.14732,0.38078999999999996,0.40359999999999996,0.38078999999999996,0.6648499999999999,0.54299,0.6648499999999999,0.38078999999999996,0.48801000000000005,0.42245,0.48807,0.40359999999999996,0.48817999999999995,0.32536,0.49811000000000005,0.57073,0.45143,0.37664,0.11694000000000004,0.37461,0.57073,0.63047,0.11570000000000003,0.11570000000000003,0.45148,0.48807,0.42101999999999995,0.43950999999999996,0.5405800000000001,0.16737000000000002,0.48801000000000005,0.54299,0.57071,0.16737000000000002,0.48807,0.0,0.51668,0.45143,0.51659,0.40359999999999996,0.57073,0.11570000000000003,0.37664,0.6648499999999999,0.48812,0.51659,0.16737000000000002,0.16737000000000002,0.6648499999999999,0.37664,0.37122,0.48817999999999995,0.56074,0.50047,0.45143,0.48807
TRBV10-1*01,0.67093,0.67092,0.61019,0.6586799999999999,0.0,0.6752400000000001,0.67092,0.61019,0.67092,0.69015,0.6713199999999999,0.0,0.71977,0.70676,0.6573100000000001,0.6752400000000001,0.6586799999999999,0.67092,0.62193,0.61019,0.6900200000000001,0.6789000000000001,0.57262,0.6533599999999999,0.71747,0.6886300000000001,0.6789000000000001,0.57262,0.6789000000000001,0.6648499999999999,0.67092,0.6900200000000001,0.68302,0.61019,0.66971,0.65116,0.68015,0.65116,0.6533599999999999,0.6533599999999999,0.6573100000000001,0.6098,0.6697,0.67093,0.71977,0.6886300000000001,0.6988300000000001,0.0,0.6713199999999999,0.6586799999999999,0.67092,0.6886300000000001,0.67092,0.61019,0.6708799999999999,0.6886300000000001,0.6586799999999999,0.6789000000000001,0.0,0.51037,0.6886300000000001,0.65557,0.67092,0.6752400000000001,0.68997,0.6697,0.69015,0.6648499999999999,0.0,0.6988300000000001,0.65557,0.66526,0.65179,0.6573100000000001,0.6586799999999999,0.6573100000000001,0.0,0.68011,0.0,0.6573100000000001,0.67093,0.65116,0.67092,0.6586799999999999,0.6708799999999999,0.6713199999999999,0.68302,0.61019,0.6789000000000001,0.6886300000000001,0.69106,0.62193,0.61019,0.6533599999999999,0.71977,0.71977,0.67881,0.67092,0.63007,0.6752400000000001,0.66971,0.6900200000000001,0.67093,0.68011,0.6098,0.6900200000000001,0.67092,0.6648499999999999,0.68285,0.6789000000000001,0.68286,0.6586799999999999,0.61019,0.71977,0.6886300000000001,0.0,0.67092,0.68286,0.6900200000000001,0.6900200000000001,0.0,0.6886300000000001,0.66526,0.6708799999999999,0.67405,0.51037,0.6789000000000001,0.67092
TRBV6-4*01,0.49646,0.49656999999999996,0.5575600000000001,0.37334999999999996,0.6988300000000001,0.44082,0.49653,0.5575600000000001,0.49656999999999996,0.07027000000000005,0.19403000000000004,0.6988300000000001,0.121,0.19491999999999998,0.37292000000000003,0.44082,0.37334999999999996,0.49653,0.32084999999999997,0.5575600000000001,0.07028000000000001,0.44992,0.58028,0.61744,0.11821999999999999,0.36624,0.44992,0.58028,0.44992,0.07989999999999997,0.49653,0.07028000000000001,0.44955,0.5575600000000001,0.55813,0.41501,0.56606,0.41501,0.61744,0.61744,0.37292000000000003,0.5575600000000001,0.14822000000000002,0.49646,0.121,0.36624,0.0,0.6988300000000001,0.19403000000000004,0.37334999999999996,0.49656999999999996,0.36624,0.49653,0.5575600000000001,0.49644999999999995,0.36624,0.37334999999999996,0.44992,0.6988300000000001,0.50305,0.36624,0.45782,0.49653,0.44082,0.15642,0.14822000000000002,0.07027000000000005,0.07989999999999997,0.6988300000000001,0.0,0.45782,0.36212,0.06532000000000004,0.37292000000000003,0.37334999999999996,0.37292000000000003,0.6988300000000001,0.5661499999999999,0.6988300000000001,0.37292000000000003,0.49646,0.41501,0.49653,0.37334999999999996,0.49663,0.19403000000000004,0.44955,0.5575600000000001,0.44992,0.36624,0.17883000000000004,0.32084999999999997,0.5575600000000001,0.61744,0.121,0.121,0.44997,0.49653,0.42493000000000003,0.44082,0.55813,0.07028000000000001,0.49646,0.5661499999999999,0.5575600000000001,0.07028000000000001,0.49653,0.07989999999999997,0.5224599999999999,0.44992,0.52235,0.37334999999999996,0.5575600000000001,0.121,0.36624,0.6988300000000001,0.49656999999999996,0.52235,0.07028000000000001,0.07028000000000001,0.6988300000000001,0.36624,0.36212,0.49663,0.51017,0.50305,0.44992,0.49653
TRBV9*03,0.40206,0.40206,0.6208400000000001,0.5595300000000001,0.65557,0.30684,0.40195000000000003,0.6208400000000001,0.40206,0.45955,0.51188,0.65557,0.44458,0.57219,0.44628,0.30684,0.5595300000000001,0.40195000000000003,0.46714999999999995,0.6208400000000001,0.45955999999999997,0.28491999999999995,0.46817,0.6386700000000001,0.41701999999999995,0.44967,0.28491999999999995,0.46817,0.28491999999999995,0.5110600000000001,0.40195000000000003,0.45955999999999997,0.21794999999999998,0.6208400000000001,0.30347999999999997,0.35463,0.51109,0.35463,0.6386700000000001,0.6386700000000001,0.44628,0.62088,0.49888999999999994,0.40206,0.44458,0.44967,0.45782,0.65557,0.51188,0.5595300000000001,0.40206,0.44967,0.40195000000000003,0.6208400000000001,0.40196,0.44967,0.5595300000000001,0.28491999999999995,0.65557,0.5956699999999999,0.44967,0.0,0.40195000000000003,0.30684,0.58821,0.49888999999999994,0.45955,0.5110600000000001,0.65557,0.45782,0.0,0.42845,0.40990000000000004,0.44628,0.5595300000000001,0.44628,0.65557,0.51107,0.65557,0.44628,0.40206,0.35463,0.40195000000000003,0.5595300000000001,0.40203999999999995,0.51188,0.21794999999999998,0.6208400000000001,0.28491999999999995,0.44967,0.53818,0.46714999999999995,0.6208400000000001,0.6386700000000001,0.44458,0.44458,0.28488,0.40195000000000003,0.37810999999999995,0.30684,0.30347999999999997,0.45955999999999997,0.40206,0.51107,0.62088,0.45955999999999997,0.40195000000000003,0.5110600000000001,0.13998999999999995,0.28491999999999995,0.13990000000000002,0.5595300000000001,0.6208400000000001,0.44458,0.44967,0.65557,0.40206,0.13990000000000002,0.45955999999999997,0.45955999999999997,0.65557,0.44967,0.42845,0.40203999999999995,0.035579999999999945,0.5956699999999999,0.28491999999999995,0.40195000000000003
TRBV7-8*01,0.31145,0.3117,0.5665899999999999,0.21689000000000003,0.66526,0.19808000000000003,0.31166000000000005,0.5665899999999999,0.3117,0.38178999999999996,0.45533999999999997,0.66526,0.40408,0.44976000000000005,0.08338000000000001,0.19808000000000003,0.21689000000000003,0.31166000000000005,0.21255999999999997,0.5665899999999999,0.3819,0.43001,0.46879000000000004,0.62715,0.41412000000000004,0.07723999999999998,0.43001,0.46879000000000004,0.43001,0.37122,0.31166000000000005,0.3819,0.3529,0.5665899999999999,0.35241999999999996,0.23258,0.53216,0.23258,0.62715,0.62715,0.08338000000000001,0.56658,0.39888,0.31145,0.40408,0.07723999999999998,0.36212,0.66526,0.45533999999999997,0.21689000000000003,0.3117,0.07723999999999998,0.31166000000000005,0.5665899999999999,0.31167,0.07723999999999998,0.21689000000000003,0.43001,0.66526,0.46835000000000004,0.07723999999999998,0.42845,0.31166000000000005,0.19808000000000003,0.45311999999999997,0.39888,0.38178999999999996,0.37122,0.66526,0.36212,0.42845,0.0,0.34775999999999996,0.08338000000000001,0.21689000000000003,0.08338000000000001,0.66526,0.53226,0.66526,0.08338000000000001,0.31145,0.23258,0.31166000000000005,0.21689000000000003,0.31162,0.45533999999999997,0.3529,0.5665899999999999,0.43001,0.07723999999999998,0.4507,0.21255999999999997,0.5665899999999999,0.62715,0.40408,0.40408,0.43006,0.31166000000000005,0.37283999999999995,0.19808000000000003,0.35241999999999996,0.3819,0.31145,0.53226,0.56658,0.3819,0.31166000000000005,0.37122,0.44472,0.43001,0.44472999999999996,0.21689000000000003,0.5665899999999999,0.40408,0.07723999999999998,0.66526,0.3117,0.44472999999999996,0.3819,0.3819,0.66526,0.07723999999999998,0.0,0.31162,0.44223,0.46835000000000004,0.43001,0.31166000000000005
TRBV28*01,0.47280999999999995,0.47297,0.57648,0.43409,0.65179,0.38676999999999995,0.4729,0.57648,0.47297,0.053180000000000005,0.21960999999999997,0.65179,0.17332999999999998,0.25385,0.36404000000000003,0.38676999999999995,0.43409,0.4729,0.39612,0.57648,0.053100000000000036,0.43196,0.51883,0.63522,0.13127,0.38071,0.43196,0.51883,0.43196,0.14732,0.4729,0.053100000000000036,0.41593,0.57648,0.49307,0.33211999999999997,0.50326,0.33211999999999997,0.63522,0.63522,0.36404000000000003,0.57648,0.20450000000000002,0.47280999999999995,0.17332999999999998,0.38071,0.06532000000000004,0.65179,0.21960999999999997,0.43409,0.47297,0.38071,0.4729,0.57648,0.47279000000000004,0.38071,0.43409,0.43196,0.65179,0.50854,0.38071,0.40990000000000004,0.4729,0.38676999999999995,0.21699999999999997,0.20450000000000002,0.053180000000000005,0.14732,0.65179,0.06532000000000004,0.40990000000000004,0.34775999999999996,0.0,0.36404000000000003,0.43409,0.36404000000000003,0.65179,0.50335,0.65179,0.36404000000000003,0.47280999999999995,0.33211999999999997,0.4729,0.43409,0.47304,0.21960999999999997,0.41593,0.57648,0.43196,0.38071,0.23944,0.39612,0.57648,0.63522,0.17332999999999998,0.17332999999999998,0.43205000000000005,0.4729,0.41052999999999995,0.38676999999999995,0.49307,0.053100000000000036,0.47280999999999995,0.50335,0.57648,0.053100000000000036,0.4729,0.14732,0.47168,0.43196,0.47157000000000004,0.43409,0.57648,0.17332999999999998,0.38071,0.65179,0.47297,0.47157000000000004,0.053100000000000036,0.053100000000000036,0.65179,0.38071,0.34775999999999996,0.47304,0.44935,0.50854,0.43196,0.4729
TRBV7-3*04,0.26288999999999996,0.26305,0.57536,0.14042,0.6573100000000001,0.25751,0.26307,0.57536,0.26305,0.38575000000000004,0.48407,0.6573100000000001,0.40381999999999996,0.45816,0.0,0.25751,0.14042,0.26307,0.24933000000000005,0.57536,0.38578999999999997,0.4606,0.41281999999999996,0.69764,0.41478000000000004,0.10489000000000004,0.4606,0.41281999999999996,0.4606,0.38078999999999996,0.26307,0.38578999999999997,0.46479000000000004,0.57536,0.34251,0.31650999999999996,0.52797,0.31650999999999996,0.69764,0.69764,0.0,0.5753900000000001,0.38927,0.26288999999999996,0.40381999999999996,0.10489000000000004,0.37292000000000003,0.6573100000000001,0.48407,0.14042,0.26305,0.10489000000000004,0.26307,0.57536,0.26309000000000005,0.10489000000000004,0.14042,0.4606,0.6573100000000001,0.48412,0.10489000000000004,0.44628,0.26307,0.25751,0.46047000000000005,0.38927,0.38575000000000004,0.38078999999999996,0.6573100000000001,0.37292000000000003,0.44628,0.08338000000000001,0.36404000000000003,0.0,0.14042,0.0,0.6573100000000001,0.52807,0.6573100000000001,0.0,0.26288999999999996,0.31650999999999996,0.26307,0.14042,0.26303,0.48407,0.46479000000000004,0.57536,0.4606,0.10489000000000004,0.42294,0.24933000000000005,0.57536,0.69764,0.40381999999999996,0.40381999999999996,0.4607,0.26307,0.41325999999999996,0.25751,0.34251,0.38578999999999997,0.26288999999999996,0.52807,0.5753900000000001,0.38578999999999997,0.26307,0.38078999999999996,0.49248000000000003,0.4606,0.49238000000000004,0.14042,0.57536,0.40381999999999996,0.10489000000000004,0.6573100000000001,0.26305,0.49238000000000004,0.38578999999999997,0.38578999999999997,0.6573100000000001,0.10489000000000004,0.08338000000000001,0.26303,0.44831,0.48412,0.4606,0.26307
TRBV7-9*03,0.39481999999999995,0.39491,0.5206299999999999,0.0,0.6586799999999999,0.38347,0.39493,0.5206299999999999,0.39491,0.40342,0.44128,0.6586799999999999,0.41169999999999995,0.47795,0.14042,0.38347,0.0,0.39493,0.33735000000000004,0.5206299999999999,0.40346000000000004,0.5050600000000001,0.49422,0.58433,0.44240999999999997,0.18999,0.5050600000000001,0.49422,0.5050600000000001,0.40359999999999996,0.39493,0.40346000000000004,0.5301400000000001,0.5206299999999999,0.45943999999999996,0.4265,0.63202,0.4265,0.58433,0.58433,0.14042,0.5206500000000001,0.43394,0.39481999999999995,0.41169999999999995,0.18999,0.37334999999999996,0.6586799999999999,0.44128,0.0,0.39491,0.18999,0.39493,0.5206299999999999,0.39493,0.18999,0.0,0.5050600000000001,0.6586799999999999,0.45247000000000004,0.18999,0.5595300000000001,0.39493,0.38347,0.39535,0.43394,0.40342,0.40359999999999996,0.6586799999999999,0.37334999999999996,0.5595300000000001,0.21689000000000003,0.43409,0.14042,0.0,0.14042,0.6586799999999999,0.63208,0.6586799999999999,0.14042,0.39481999999999995,0.4265,0.39493,0.0,0.39492000000000005,0.44128,0.5301400000000001,0.5206299999999999,0.5050600000000001,0.18999,0.46914,0.33735000000000004,0.5206299999999999,0.58433,0.41169999999999995,0.41169999999999995,0.50512,0.39493,0.5021100000000001,0.38347,0.45943999999999996,0.40346000000000004,0.39481999999999995,0.63208,0.5206500000000001,0.40346000000000004,0.39493,0.40359999999999996,0.53479,0.5050600000000001,0.53485,0.0,0.5206299999999999,0.41169999999999995,0.18999,0.6586799999999999,0.39491,0.53485,0.40346000000000004,0.40346000000000004,0.6586799999999999,0.18999,0.21689000000000003,0.39492000000000005,0.56236,0.45247000000000004,0.5050600000000001,0.39493
TRBV7-3*03,0.26288999999999996,0.26305,0.57536,0.14042,0.6573100000000001,0.25751,0.26307,0.57536,0.26305,0.38575000000000004,0.48407,0.6573100000000001,0.40381999999999996,0.45816,0.0,0.25751,0.14042,0.26307,0.24933000000000005,0.57536,0.38578999999999997,0.4606,0.41281999999999996,0.69764,0.41478000000000004,0.10489000000000004,0.4606,0.41281999999999996,0.4606,0.38078999999999996,0.26307,0.38578999999999997,0.46479000000000004,0.57536,0.34251,0.31650999999999996,0.52797,0.31650999999999996,0.69764,0.69764,0.0,0.5753900000000001,0.38927,0.26288999999999996,0.40381999999999996,0.10489000000000004,0.37292000000000003,0.6573100000000001,0.48407,0.14042,0.26305,0.10489000000000004,0.26307,0.57536,0.26309000000000005,0.10489000000000004,0.14042,0.4606,0.6573100000000001,0.48412,0.10489000000000004,0.44628,0.26307,0.25751,0.46047000000000005,0.38927,0.38575000000000004,0.38078999999999996,0.6573100000000001,0.37292000000000003,0.44628,0.08338000000000001,0.36404000000000003,0.0,0.14042,0.0,0.6573100000000001,0.52807,0.6573100000000001,0.0,0.26288999999999996,0.31650999999999996,0.26307,0.14042,0.26303,0.48407,0.46479000000000004,0.57536,0.4606,0.10489000000000004,0.42294,0.24933000000000005,0.57536,0.69764,0.40381999999999996,0.40381999999999996,0.4607,0.26307,0.41325999999999996,0.25751,0.34251,0.38578999999999997,0.26288999999999996,0.52807,0.5753900000000001,0.38578999999999997,0.26307,0.38078999999999996,0.49248000000000003,0.4606,0.49238000000000004,0.14042,0.57536,0.40381999999999996,0.10489000000000004,0.6573100000000001,0.26305,0.49238000000000004,0.38578999999999997,0.38578999999999997,0.6573100000000001,0.10489000000000004,0.08338000000000001,0.26303,0.44831,0.48412,0.4606,0.26307
TRBV24_OR9-2*01,0.67093,0.67092,0.61019,0.6586799999999999,0.0,0.6752400000000001,0.67092,0.61019,0.67092,0.69015,0.6713199999999999,0.0,0.71977,0.70676,0.6573100000000001,0.6752400000000001,0.6586799999999999,0.67092,0.62193,0.61019,0.6900200000000001,0.6789000000000001,0.57262,0.6533599999999999,0.71747,0.6886300000000001,0.6789000000000001,0.57262,0.6789000000000001,0.6648499999999999,0.67092,0.6900200000000001,0.68302,0.61019,0.66971,0.65116,0.68015,0.65116,0.6533599999999999,0.6533599999999999,0.6573100000000001,0.6098,0.6697,0.67093,0.71977,0.6886300000000001,0.6988300000000001,0.0,0.6713199999999999,0.6586799999999999,0.67092,0.6886300000000001,0.67092,0.61019,0.6708799999999999,0.6886300000000001,0.6586799999999999,0.6789000000000001,0.0,0.51037,0.6886300000000001,0.65557,0.67092,0.6752400000000001,0.68997,0.6697,0.69015,0.6648499999999999,0.0,0.6988300000000001,0.65557,0.66526,0.65179,0.6573100000000001,0.6586799999999999,0.6573100000000001,0.0,0.68011,0.0,0.6573100000000001,0.67093,0.65116,0.67092,0.6586799999999999,0.6708799999999999,0.6713199999999999,0.68302,0.61019,0.6789000000000001,0.6886300000000001,0.69106,0.62193,0.61019,0.6533599999999999,0.71977,0.71977,0.67881,0.67092,0.63007,0.6752400000000001,0.66971,0.6900200000000001,0.67093,0.68011,0.6098,0.6900200000000001,0.67092,0.6648499999999999,0.68285,0.6789000000000001,0.68286,0.6586799999999999,0.61019,0.71977,0.6886300000000001,0.0,0.67092,0.68286,0.6900200000000001,0.6900200000000001,0.0,0.6886300000000001,0.66526,0.6708799999999999,0.67405,0.51037,0.6789000000000001,0.67092
